user_id,status_id,created_at,screen_name,text,character,word_count,source,display_text_width,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,quote_count,reply_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,quoted_created_at,quoted_source,quoted_favorite_count,quoted_retweet_count,quoted_user_id,quoted_screen_name,quoted_name,quoted_followers_count,quoted_friends_count,quoted_statuses_count,quoted_location,quoted_description,quoted_verified,retweet_status_id,retweet_text,retweet_created_at,retweet_source,retweet_favorite_count,retweet_retweet_count,retweet_user_id,retweet_screen_name,retweet_name,retweet_followers_count,retweet_friends_count,retweet_statuses_count,retweet_location,retweet_description,retweet_verified,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,status_url,name,location,description,url,protected,followers_count,friends_count,listed_count,statuses_count,favourites_count,account_created_at,verified,profile_url,profile_expanded_url,account_lang,profile_banner_url,profile_background_url,profile_image_url
x255471924,x1286722665835831296,7/24/20 17:59,mfa_russia,#Nebenzia: Security &amp; stability in individual countries &amp; regions may be affected by adverse impacts of #ClimateChange as1⃣of the multiple factors. But root causes of #conflicts are much more complex. We disagree that climate's a generic #security issue.🔗https://t.co/ETwEeFy3eU https://t.co/3SLIbu9Bsr,315,39,Twitter Web App,,,,,FALSE,TRUE,0,0,0,0,Nebenzia ClimateChange,,,,,,,,,,,,,x347443535,RussiaUN,en,,,,,,,,,,,,,,,,x1286713896661921797,#Nebenzia: Security &amp; stability in individual countries &amp; regions may be affected by adverse impacts of #ClimateChange as1⃣of the multiple factors. But root causes of #conflicts are much more complex. We disagree that climate's a generic #security issue.🔗https://t.co/ETwEeFy3eU https://t.co/3SLIbu9Bsr,7/24/20 17:24,Twitter Web App,1,1,x347443535,RussiaUN,Russian Mission UN,52970,1378,17885,"New York, USA",Official Twitter feed of the Russian Mission to the @UN in NY / Официальный Twitter-аккаунт Постоянного представительства Российской Федерации 🇷🇺 при ООН,TRUE,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/mfa_russia/status/1286722665835831296,MFA Russia 🇷🇺,Russia,Official account of the Ministry of Foreign Affairs of Russia🇷🇺 | Visit country's account @Russia | По-русски @MID_RF | Cuenta en Español @MAE_Rusia,http://www.mid.ru/en/main_en,FALSE,256637,1349,3207,53714,14513,2/21/11 12:45,TRUE,,,,https://pbs.twimg.com/profile_banners/255471924/1588877749,http://abs.twimg.com/images/themes/theme7/bg.gif,http://pbs.twimg.com/profile_images/1258739020030451713/a3Icioa4_normal.jpg
x860571430777491456,x1286722675948179456,7/24/20 17:59,sophiaelorene,"In all of our scientific communication about climate change, there’s little to no political connection! We have to change this if any corrective action can take place",168,27,Twitter for iPhone,,x1286722454916747264,x860571430777491456,sophiaelorene,FALSE,FALSE,0,0,0,0,,,twitter.com/i/web/status/1…,https://t.co/7YydcZX8u8,https://twitter.com/i/web/status/1286722675948179456,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/sophiaelorene/status/1286722675948179456,Sophia Adams,"Plymouth, NH","current pathways student @NWSGreatFalls | anticipated M.S. @PlymouthState| B.S. @saintmichaels | enjoys satay, nature, and social justice. all opinions are mine",,FALSE,148,236,1,867,2407,5/5/17 19:06,FALSE,,,,https://pbs.twimg.com/profile_banners/860571430777491456/1594987914,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1100712054770434048/S8_0RFap_normal.png
x1139482191082270720,x1286722676833255429,7/24/20 17:59,HarnettJayne,"School strike week 101. The climate crisis doesn’t go on summer holiday, so we keep on protesting.
#climatestrikeonline  #StayAtHome #fridaysforfuture #schoolstrike4climate #flattenthecurve https://t.co/0mRdmPidlF",215,22,Twitter for Android,,,,,FALSE,TRUE,0,0,0,0,climatestrikeonline,,,,,,,,,,,,,x1006419421244678144,GretaThunberg,en,,,,,,,,,,,,,,,,x1286645920537485314,"School strike week 101. The climate crisis doesn’t go on summer holiday, so we keep on protesting.
#climatestrikeonline  #StayAtHome #fridaysforfuture #schoolstrike4climate #flattenthecurve https://t.co/0mRdmPidlF",7/24/20 12:54,Twitter for iPhone,6951,1205,x1006419421244678144,GretaThunberg,Greta Thunberg,4159590,2078,7500,Sverige,17 year old climate and environmental activist with Asperger’s #climatestrike #fridaysforfuture #schoolstrike4climate,TRUE,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/HarnettJayne/status/1286722676833255429,JayneHarnett,,,,FALSE,1,7,0,188,170,6/14/19 10:38,FALSE,,,,,,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
x791631056,x1286722676808179713,7/24/20 17:59,sullisms,"@JonathanPieNews You mean like when the BBC always get Nigel Lawson to ""debate"" #ClimateChange...???

...or the ""debate"" about #COVID19...

https://t.co/BK7kCajnEm",163,18,Twitter for iPhone,,,,,TRUE,TRUE,0,0,0,0,ClimateChange,,,,,,,,,,,,,x4798547435 x3948308435,lordofintent JonathanPieNews,en,x1251215129796059139,"@brexit_sham @GaryLineker .@Peston: Why do you disagree with Matt Hancock about face masks? 

@jeremyphoward: Because I'm a scientist who just led the world's first cross disciplinary international review of the evidence for this.
#Masks4All #COVID19 #coronavirus

 https://t.co/8ZLXNhuCSl",4/17/20 18:25,Twitter for iPhone,3147,1546,x115393565,StefSimanowitz,Stefan Simanowitz,37257,7909,13884,stefan.simanowitz@amnesty.org,Campaigning Journalist || Media Manager || All views are my own || Easily distracte @Under_Covid,TRUE,x1286639162037350400,"@JonathanPieNews You mean like when the BBC always get Nigel Lawson to ""debate"" #ClimateChange...???

...or the ""debate"" about #COVID19...

https://t.co/BK7kCajnEm",7/24/20 12:27,Twitter for Android,0,2,x4798547435,lordofintent,Physics doesn't stop for politics,3332,3382,151304,,"#ClimateEmergency is Real...
¡¡¡...Zero by 2030...!!!",FALSE,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/sullisms/status/1286722676808179713,Sheila Sullivan #GTTO#PalestineLives,Manchester,Retired History and Politics Teacher. mum and new Grandma Retweets not endorsements #StandWithChrisWillison,,FALSE,2598,3409,10,101795,25553,8/30/12 13:45,FALSE,,,,,http://abs.twimg.com/images/themes/theme1/bg.png,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
x992517999360913411,x1286722677663817729,7/24/20 17:59,EvansKatie215,"Permanent grassland is important for tackling #climatechange. It's a carbon sink, but also a source of greenhouse gases from livestock and fertilization.SUPER-G partners @ETH Zürich have been measuring emissions from Swiss grasslands to help find solutions https://t.co/H8Cry0HIwe https://t.co/i4LLHGZrkk",305,38,Twitter for iPhone,,,,,FALSE,TRUE,0,0,0,0,climatechange,,,,,,,,,,,,,x1131474383690711040,H2020SuperG,en,,,,,,,,,,,,,,,,x1286577565688311810,"Permanent grassland is important for tackling #climatechange. It's a carbon sink, but also a source of greenhouse gases from livestock and fertilization.SUPER-G partners @ETH Zürich have been measuring emissions from Swiss grasslands to help find solutions https://t.co/H8Cry0HIwe https://t.co/i4LLHGZrkk",7/24/20 8:22,Twitter Web App,8,6,x1131474383690711040,H2020SuperG,H2020Super-G,277,1038,77,,Developing SUstainable PERmanent Grassland systems and policies 🌳🍃 ▪ @EU_H2020 project ▪ http://super-g.eu,FALSE,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/EvansKatie215/status/1286722677663817729,Katie Evans,"Hereford, England",ADAS Agricultural consultant and Grassland enthusiast. Based around Herefordshire and Worcestershire. All views expressed are mine alone.,,FALSE,364,562,0,284,874,5/4/18 21:35,FALSE,,,,https://pbs.twimg.com/profile_banners/992517999360913411/1540932415,,http://pbs.twimg.com/profile_images/1057372732445376512/pDSq0-OH_normal.jpg
x1095187469685813249,x1286722680922628097,7/24/20 17:59,DahhhDi,"politicians should take public transportation to putrajaya to further enforce sustainability rather than driving, especially during this era of climate change.",159,21,Twitter for iPhone,,,,,TRUE,TRUE,0,0,0,0,,,,,,,,,,,,,,x1237650621857026048,sunfloweraidil,en,x1285198696670302209,Welcome to Mrt Putrajaya line 🎊🔥🎉🤝 https://t.co/h7FIvElVOj,7/20/20 13:03,Twitter for iPhone,3971,2729,x514380998,adamJohar77,رمضان فردوس,539,382,41954,| MY | TGG ✈️ KUL |,👷🏻 🚧,FALSE,x1286671264556359680,"politicians should take public transportation to putrajaya to further enforce sustainability rather than driving, especially during this era of climate change.",7/24/20 14:35,Twitter for iPhone,200,102,x1237650621857026048,sunfloweraidil,freyr,9088,652,6422,kl,"21. INFJ. advocate for environmental justice, nature conservation & sustainability. (he/him) 🕊",FALSE,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/DahhhDi/status/1286722680922628097,adibahhhhh,,nothing happen,,FALSE,22,41,0,1021,5751,2/12/19 5:06,FALSE,,,,https://pbs.twimg.com/profile_banners/1095187469685813249/1576329823,,http://pbs.twimg.com/profile_images/1242866240206426114/9KJEwc7Y_normal.jpg
x1046480252040617987,x1286722685188415489,7/24/20 17:59,Brandon55821992,"Oh, climate change is back. Riots aren’t selling dog food anymore, I guess. https://t.co/21ozqZ0Elr",101,14,Twitter for Android,,,,,FALSE,TRUE,0,0,0,0,,,,,,http://pbs.twimg.com/amplify_video_thumb/1286666494630338560/img/2uj4L8n6qxcTmkNI.jpg,https://t.co/21ozqZ0Elr,https://twitter.com/NBCNews/status/1286667224103747584/video/1,photo,http://pbs.twimg.com/amplify_video_thumb/1286666494630338560/img/2uj4L8n6qxcTmkNI.jpg,https://t.co/21ozqZ0Elr,https://twitter.com/NBCNews/status/1286667224103747584/video/1,,x78523300,RealJamesWoods,en,,,,,,,,,,,,,,,,x1286711850491551744,"Oh, climate change is back. Riots aren’t selling dog food anymore, I guess. https://t.co/21ozqZ0Elr",7/24/20 17:16,Twitter for iPhone,1580,460,x78523300,RealJamesWoods,James Woods,2489636,5149,32043,,This is the ONLY verified Twitter account for James Woods. ALL others are fake. I am on NO other social media (except a private Instagram). They’re ALL fake.,TRUE,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/Brandon55821992/status/1286722685188415489,Brandon S,"Wisconsin, USA",will steal your memes....you have been warned....just saying,,FALSE,839,249,3,88390,67744,9/30/18 19:21,FALSE,,,,,,http://pbs.twimg.com/profile_images/1058216671595454464/hSxXnHfq_normal.jpg
x24658978,x1286722686299906053,7/24/20 17:59,alycialeah,"Climate change is real, but the “climate crisis” is not. Climate is actually safer than ever thanks in large part to our fossil fuel powered climate protection systems. Continuing fossil fuel use and CO2 will cause manageable warming, significant greening, and amazing prosperity.",284,43,Twitter for iPhone,,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,x32913997,AlexEpstein,en,,,,,,,,,,,,,,,,x1286477576215486465,"Climate change is real, but the “climate crisis” is not. Climate is actually safer than ever thanks in large part to our fossil fuel powered climate protection systems. Continuing fossil fuel use and CO2 will cause manageable warming, significant greening, and amazing prosperity.",7/24/20 1:45,Twitter Web App,337,123,x32913997,AlexEpstein,Alex Epstein,41417,313,8020,"San Francisco, CA",Founder of Center for Industrial Progress. Author of The Moral Case for Fossil Fuels (http://amzn.to/1F4g9ae).,TRUE,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/alycialeah/status/1286722686299906053,TexasRed🍷,Texas,Because Democrats can’t even pretend to be normal😳 Trump2020  CruzCrew KeepTexasRed                 Virescit Vulnere Virtus,,FALSE,4592,3855,30,131860,235262,3/16/09 6:15,FALSE,,,,https://pbs.twimg.com/profile_banners/24658978/1541452266,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1047967737396510720/2NV0MgYB_normal.jpg
x798855798923218945,x1286722699683942400,7/24/20 17:59,BrendaGish,"@FromKalen @FKTVis They are on the Soros payroll and have a general travel allowance and expense account. How else can unemployed, low-IQ basement dwellers afford to jet around the country. Interestingly, these 'green fanatics' don't seem concerned about flying causing Climate Change.",285,42,Twitter for Android,,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,x825942667 x1135731778541445120 x186969945,JamesGibson1138 FromKalen FKTVis,en,,,,,,,,,,,,,,,,x1286552852140351488,"@FromKalen @FKTVis They are on the Soros payroll and have a general travel allowance and expense account. How else can unemployed, low-IQ basement dwellers afford to jet around the country. Interestingly, these 'green fanatics' don't seem concerned about flying causing Climate Change.",7/24/20 6:44,Twitter Web App,36,2,x825942667,JamesGibson1138,James Gibson,8356,9065,20738,"Essex, UK","Husband, Father, Grandfather, Pro-Trump, Anti-Socialism, Anti-EU, Climate-Change Sceptic. #MAGA.",FALSE,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/BrendaGish/status/1286722699683942400,Brenda Gish,,,,FALSE,597,423,0,28951,117240,11/16/16 11:50,FALSE,,,,,,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
x708332149770952704,x1286722702703767553,7/24/20 17:59,MeZausted,"Our future depends on addressing climate change. 

Step one: organizing to defeat climate deniers in Congress this November. 

Contribute if you can at https://t.co/XrZ43qGTK0.",176,24,Twitter for iPhone,,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,x1339835893,HillaryClinton,en,,,,,,,,,,,,,,,,x1286696770723078144,"Our future depends on addressing climate change. 

Step one: organizing to defeat climate deniers in Congress this November. 

Contribute if you can at https://t.co/XrZ43qGTK0.",7/24/20 16:16,Twitter Web App,1274,318,x1339835893,HillaryClinton,Hillary Clinton,28343311,847,11826,"New York, NY","2016 Democratic Nominee, SecState, Senator, hair icon. Mom, Wife, Grandma x3, lawyer, advocate, fan of walks in the woods & standing up for our democracy.",TRUE,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/MeZausted/status/1286722702703767553,FormerlyKnownAs,Scottish 🏴󠁧󠁢󠁳󠁣󠁴󠁿,"#AnimalsEverything, #EthicalVegan, #ToriAmos, #NeilFinn, #Autoimmune, #endBSL, #SupportOurTroops, #CaptivityKills, #StopTrophyHunting, #FreeLucy🐘😭",,FALSE,5863,6408,413,255544,227225,3/11/16 16:41,FALSE,,,,https://pbs.twimg.com/profile_banners/708332149770952704/1515110351,,http://pbs.twimg.com/profile_images/949067709341360128/UahDvXoL_normal.jpg
x3032288085,x1286722704389869568,7/24/20 17:59,EastleighGreens,#ClimateChange #ClimateEmergency #Hampshire,43,3,Twitter Web App,,,,,TRUE,FALSE,0,0,0,0,ClimateChange ClimateEmergency Hampshire,,,,,,,,,,,,,,,und,x1286592871240552450,"Hampshire County Council is asking for responses to its Climate Change Strategy. Deadline 27th July. WinACC response below

Something all Hants Green Parties should be looking at
@HampshireGreens @BstokeGreens @EastleighGreens @easthantsgreens @SEGreenParty @SEYoungGreens",7/24/20 9:23,Twitter Web App,4,3,x1730151409,WinGreenParty,Winchester Greens,1077,330,2007,"Winchester, UK","We are the Green Party in Winchester. Our membership is surging locally and nationally!Working for a sustainable, fairer and better future.",FALSE,,,,,,,,,,,,,,,,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/EastleighGreens/status/1286722704389869568,Eastleigh Greens #NoAirportExpansionForEastleigh,Eastleigh,"Welcome to the Eastleigh Green Party's Twitter page! Learn about our latest events and campaigns, learn about how you can make difference! #Eastleigh",,FALSE,921,1069,24,6142,10797,2/12/15 10:17,FALSE,,,,https://pbs.twimg.com/profile_banners/3032288085/1576797947,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1194637553531404288/CbYN02hn_normal.jpg
x17112935,x1286722704889065475,7/24/20 17:59,pialangstrom,"School strike week 101. The climate crisis doesn’t go on summer holiday, so we keep on protesting.
#climatestrikeonline  #StayAtHome #fridaysforfuture #schoolstrike4climate #flattenthecurve https://t.co/0mRdmPidlF",215,22,Twitter Web App,,,,,FALSE,TRUE,0,0,0,0,climatestrikeonline,,,,,,,,,,,,,x1006419421244678144,GretaThunberg,en,,,,,,,,,,,,,,,,x1286645920537485314,"School strike week 101. The climate crisis doesn’t go on summer holiday, so we keep on protesting.
#climatestrikeonline  #StayAtHome #fridaysforfuture #schoolstrike4climate #flattenthecurve https://t.co/0mRdmPidlF",7/24/20 12:54,Twitter for iPhone,6953,1206,x1006419421244678144,GretaThunberg,Greta Thunberg,4159592,2078,7500,Sverige,17 year old climate and environmental activist with Asperger’s #climatestrike #fridaysforfuture #schoolstrike4climate,TRUE,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/pialangstrom/status/1286722704889065475,Pia Långström,,opinions? a few. sustainable? for sure. jopoista for freedom and democracy with Liberalerna & The Alliance of Liberals and Democrats for Europe (aldeparty.eu).,https://liberalernakungsholmen.se/pia-langstrom/,FALSE,207,655,5,4468,4689,11/2/08 11:01,FALSE,,,,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/874138169855414272/hkdHwmih_normal.jpg
