user_id,status_id,created_at,screen_name,text,character,word_count,source,display_text_width,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,quote_count,reply_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,quoted_created_at,quoted_source,quoted_favorite_count,quoted_retweet_count,quoted_user_id,quoted_screen_name,quoted_name,quoted_followers_count,quoted_friends_count,quoted_statuses_count,quoted_location,quoted_description,quoted_verified,retweet_status_id,retweet_text,retweet_created_at,retweet_source,retweet_favorite_count,retweet_retweet_count,retweet_user_id,retweet_screen_name,retweet_name,retweet_followers_count,retweet_friends_count,retweet_statuses_count,retweet_location,retweet_description,retweet_verified,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,status_url,name,location,description,url,protected,followers_count,friends_count,listed_count,statuses_count,favourites_count,account_created_at,verified,profile_url,profile_expanded_url,account_lang,profile_banner_url,profile_background_url,profile_image_url
x3391178495,x1284204503844245506,7/17/20 19:13,BarryBriskin,"This week, in case you missed it, we’re diving into rollbacks, rollbacks getting rolled back (for real), new policies to address climate change and new apps to help to make that happen. All of that and more here: https://t.co/8HpBF8AWK4",238,39,Twitter for iPad,,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,x59029811,ProtectWinters,en,,,,,,,,,,,,,,,,x1284203615872339969,"This week, in case you missed it, we’re diving into rollbacks, rollbacks getting rolled back (for real), new policies to address climate change and new apps to help to make that happen. All of that and more here: https://t.co/8HpBF8AWK4",7/17/20 19:09,Twitter Web App,2,2,x59029811,ProtectWinters,Protect Our Winters,26053,621,10140,"Boulder, CO",POW helps passionate outdoor people protect the places and lifestyles they love from climate change.,FALSE,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/BarryBriskin/status/1284204503844245506,✡️❄🎿 BBDawg ⛷😗💨,SkiTownUSA,The Total Absence of Responsibility. Husky Dad #GoDawgs 🐶🐾🐾 #gitsicwititskiracing ⛷🎿☃️,,FALSE,1385,3524,4,11192,33760,7/27/15 23:54,FALSE,,,,https://pbs.twimg.com/profile_banners/3391178495/1592041627,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1283099380749344771/fxG5MQ3X_normal.jpg
x315455150,x1284204504355868673,7/17/20 19:13,MindyBe,"“Already, U.S. cities are experiencing more heat waves than occurred over half a century ago, in the 1960s. Climate change doesn't make extreme events like storms, drought, and heat waves — it makes them worse.” https://t.co/xp5D36vSNT",241,36,Twitter for iPad,,,,,FALSE,FALSE,0,0,0,0,,,twitter.com/i/web/status/1…,https://t.co/5vzld1oSza,https://twitter.com/i/web/status/1284204504355868673,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/MindyBe/status/1284204504355868673,Mindy Benson,NE Ohio,"Proud lifelong #liberal #feminist #humanist #LGBTQ supporter. Member of #theresistance. Also #Spoonie, foodie, pop culture maven.",,FALSE,1321,4998,52,150704,169166,6/11/11 22:16,FALSE,,,,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/823683975130599425/NtAsEHzN_normal.jpg
x2856133189,x1284204507719766017,7/17/20 19:13,PINK1963DSW,"G20: Rich, powerful states must ensure COVID-19 recovery measures tackle global poverty, inequality, and the climate crisis | Via Amnesty International https://t.co/FFPE1Xin5y",175,22,Twitter for iPhone,,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,x449600949,SafetyPinDaily,en,,,,,,,,,,,,,,,,x1284203734042648576,"G20: Rich, powerful states must ensure COVID-19 recovery measures tackle global poverty, inequality, and the climate crisis | Via Amnesty International https://t.co/FFPE1Xin5y",7/17/20 19:10,Hootsuite Inc.,2,2,x449600949,SafetyPinDaily,SafetyPin-Daily,148673,123904,492988,,"""Striving for social justice is the most valuable thing to do in life."" -- Albert Einstein

A daily source for progressive news and opinions",FALSE,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/PINK1963DSW/status/1284204507719766017,🌸☮🇺🇸PINK🌸1963🌸DSW🌸,BRYANT AR/Ark,"I ALWAYS LIKE TALL GIRLS THEY HAVE TO BE BARE FOOT MEASUREMENT HEIGHT OF 6'-5""or 1.9558 #metres TALL I'M 5'-10""or 1.780 #metres TALL MY FAVORITE COLOR IS PINK",,FALSE,1839,4993,16,266906,186549,10/15/14 0:12,FALSE,,,,,http://abs.twimg.com/images/themes/theme11/bg.gif,http://pbs.twimg.com/profile_images/777652797298741248/mburwr4c_normal.jpg
x4264297743,x1284204512329310215,7/17/20 19:13,SandraDunn1955,"“We cannot go back to normal. Normality already was a crisis  - of inequality, destruction of nature and climate. Those who did not notice are just too privileged to do so.“

Op ed by @mitzijonelle @NakabuyeHildaF @LicypriyaK @nickibeckerok and more
https://t.co/Ardd5yIhyt",278,39,Twitter for Android,,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,x1006419421244678144,GretaThunberg,en,,,,,,,,,,,,,,,,x1284196781371412480,"“We cannot go back to normal. Normality already was a crisis  - of inequality, destruction of nature and climate. Those who did not notice are just too privileged to do so.“

Op ed by @mitzijonelle @NakabuyeHildaF @LicypriyaK @nickibeckerok and more
https://t.co/Ardd5yIhyt",7/17/20 18:42,Twitter for iPhone,1414,405,x1006419421244678144,GretaThunberg,Greta Thunberg,4157615,2008,7431,Sverige,17 year old climate and environmental activist with Asperger’s #climatestrike #fridaysforfuture #schoolstrike4climate,TRUE,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/SandraDunn1955/status/1284204512329310215,Rainbow Warrior (not watching my tone)#FBPE 🐟🇪🇺,European Union ,Retired court official promoted to liberal elite! Baby Boomer #FBPE who wants a future for her daughters and grandson with all the benefits she had!❄🖤,,FALSE,12013,12268,117,673221,109206,11/24/15 11:47,FALSE,,,,https://pbs.twimg.com/profile_banners/4264297743/1577814686,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1281858017206689793/diidxg0e_normal.jpg
x202028457,x1284204512438358020,7/17/20 19:13,Noself74,"The greatest disaster-film franchise of all time - the #climatecrisis - a new HOT 🔥 release: 

""CLIMATE CHANGE 2019""

Starring: Carbon Dioxide as CO2
Written by: Science
Screenplay by: the @IPCC_CH
Directed by: Greenhouse Effect
Produced by: Burning of Fossil Fuels
Studio: NASA https://t.co/PlKAoRUENf",305,38,Twitter for Android,,,,,FALSE,TRUE,0,0,0,0,climatecrisis,,,,,,,,,,,,,x904408999,GeraldKutney,en,,,,,,,,,,,,,,,,x1284189105920905224,"The greatest disaster-film franchise of all time - the #climatecrisis - a new HOT 🔥 release: 

""CLIMATE CHANGE 2019""

Starring: Carbon Dioxide as CO2
Written by: Science
Screenplay by: the @IPCC_CH
Directed by: Greenhouse Effect
Produced by: Burning of Fossil Fuels
Studio: NASA https://t.co/PlKAoRUENf",7/17/20 18:11,Twitter Web App,32,20,x904408999,GeraldKutney,@GeraldKutney,41082,30127,93426,"Ottawa, Ontario",🇨🇦Politics of #climatecrisis; Fellow RCGS; Ph.D.; media commentator; author; creator of #climatebrawl,FALSE,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/Noself74/status/1284204512438358020,tweets to the left 🇨🇦🌏,"Alberta, Canada.",Sports fan. Progressive. #IDWP #SocialJustice #EqualityForAll #HumanRights #mentalhealth #NeverTrustConservatives #ClimateAction🌏🇨🇦🌈❤. No DMS please.,,FALSE,3558,3722,12,45023,43904,10/13/10 4:12,FALSE,,,,https://pbs.twimg.com/profile_banners/202028457/1572208457,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1282512735184523265/Y6z3PHHH_normal.jpg
x1266422203752558600,x1284204514724257793,7/17/20 19:13,sunlitsaint,"@soft_cantaloupe tbh he only does straight tiktok, show off his sixpack and his girlfriend, fetishizes wlw, thirsts over his own instagram pics, and hasnt spoken about ANYTHING that ACTUALLY matters like pride, climate change, blm, nothing. brainless me thinks",260,39,Twitter for Android,123,x1284203862128242688,x802158309050564608,soft_cantaloupe,FALSE,FALSE,0,0,0,0,,,twitter.com/i/web/status/1…,https://t.co/4jsnGB3MiS,https://twitter.com/i/web/status/1284204514724257793,,,,,,,,,x802158309050564608,soft_cantaloupe,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/sunlitsaint/status/1284204514724257793,𝘢𝘭𝘰𝘦,she/her/they/them,photography student / '99 liner / twerking turtle 🍓🌿 9x9—myeng—bounprem—md—gun—fluke—cooheart—perth—plan—nayo—mewgulf—zaintsee—mike—jennie enthousiast '-,,FALSE,128,138,6,6262,5188,5/29/20 17:32,FALSE,,,,https://pbs.twimg.com/profile_banners/1266422203752558600/1594925635,,http://pbs.twimg.com/profile_images/1283849120025903107/A3fTYOy4_normal.jpg
x1108634942618034176,x1284204515474866176,7/17/20 19:13,mwalinu,"BOOM!

“Young people will not stand for companies that [indirectly] fund the climate crisis and will refuse to buy Samsung products if [their affiliate does] not commit to no further financing of Adani’s coal project,”

#ActOnClimate #KeepItInTheGround  https://t.co/Na13DZdjhB",283,36,Twitter Web App,,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,x950477244,PaulEDawson,en,,,,,,,,,,,,,,,,x1284200949246881792,"BOOM!

“Young people will not stand for companies that [indirectly] fund the climate crisis and will refuse to buy Samsung products if [their affiliate does] not commit to no further financing of Adani’s coal project,”

#ActOnClimate #KeepItInTheGround  https://t.co/Na13DZdjhB",7/17/20 18:59,TweetDeck,13,7,x950477244,PaulEDawson,Paul Dawson,53916,18309,18384,"Glasgow, Scotland","Making videos and sharing news about the climate crisis

#ClimateCrisis #KeepItInTheGround #ActOnClimate #ClimateChange",FALSE,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/mwalinu/status/1284204515474866176,Just Another Earthling 😷 🌍,,"Open your heart, fellow Earthling! The highest wealth is the absence of greed.",,FALSE,664,562,4,20647,70726,3/21/19 7:42,FALSE,,,,https://pbs.twimg.com/profile_banners/1108634942618034176/1574391626,,http://pbs.twimg.com/profile_images/1197711386178027520/UDlZ7QXp_normal.jpg
x2594676064,x1284204515298873345,7/17/20 19:13,Legendarywills,"Everyone should be deliberate and intentional about tackling climate change. We should all advocate against activities that increase carbon emissions.

#SustyFriday https://t.co/J30tTShGT7",188,21,Twitter for Android,140,,,,FALSE,FALSE,0,0,0,0,,,twitter.com/i/web/status/1…,https://t.co/wuDAkz5QA4,https://twitter.com/i/web/status/1284204515298873345,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/Legendarywills/status/1284204515298873345,Elexzander Godswill,Lagos,"Strong believer in Equity & Fairness,  Enthusiastic about Life and Nature.
Print/ Interior & Exterio",http://www.Advancemedia.com.ng,FALSE,116,616,0,690,464,6/9/14 10:38,FALSE,,,,https://pbs.twimg.com/profile_banners/2594676064/1575468958,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1104043203202830337/D0CRXHW8_normal.jpg
x27324507,x1284204516112572416,7/17/20 19:13,drfrances,"Climate change affects everyone. We need our leaders to hear the stories of everyone who’s been impacted to motivate change.  

Share your climate story and add your voice to the fight: 

https://t.co/kQIMWze4RZ",213,32,Twitter Web App,,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,x28657802,ClimatePower,en,,,,,,,,,,,,,,,,x1284201201786028043,"Climate change affects everyone. We need our leaders to hear the stories of everyone who’s been impacted to motivate change.  

Share your climate story and add your voice to the fight: 

https://t.co/kQIMWze4RZ",7/17/20 19:00,Twitter Web App,2,1,x28657802,ClimatePower,Climate Power,225843,455,33878,,"Changing the politics of climate by putting Trump on defense, pushing candidates to speak out, and empowering you to demand action. We believe in science.",TRUE,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/drfrances/status/1284204516112572416,Frances Stewart,"Washington, DC area","physician, integrative health coach, retired US Navy Captain, #ActOnClimate, #EndGunViolence, #Resist.",http://www.francesstewart.net/,FALSE,13569,14910,93,89689,141942,3/28/09 22:36,FALSE,,,,https://pbs.twimg.com/profile_banners/27324507/1545504459,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1174712744072732673/mZ6r9HRH_normal.png
x517199271,x1284204522164965376,7/17/20 19:13,AntacsB,"@DrSextonGreen Hi 🙃

Greens across Europe have embraced High Speed Rail as one of many tools to combat climate change by reducing air and car travel, why haven't British Greens?",180,29,Twitter for Android,125,x1281113411766620163,x1059834888264794112,DrSextonGreen,FALSE,FALSE,0,0,0,0,,,twitter.com/i/web/status/1…,https://t.co/CG8SfYFJ7Z,https://twitter.com/i/web/status/1284204522164965376,,,,,,,,,x1059834888264794112,DrSextonGreen,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/AntacsB/status/1284204522164965376,Anton 🇪🇺 🇬🇧 🏴󠁧󠁢󠁥󠁮󠁧󠁿 🏳️‍🌈🌹#FBPE,"London, UK",I European Progressive I Coffee addict I Politics I History,,FALSE,4339,4987,17,44063,81503,3/7/12 4:16,FALSE,,,,https://pbs.twimg.com/profile_banners/517199271/1587354075,http://abs.twimg.com/images/themes/theme2/bg.gif,http://pbs.twimg.com/profile_images/980515648701960195/uC-dsgcN_normal.jpg
