user_id,status_id,created_at,screen_name,text,character,word_count,source,display_text_width,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,quote_count,reply_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,quoted_created_at,quoted_source,quoted_favorite_count,quoted_retweet_count,quoted_user_id,quoted_screen_name,quoted_name,quoted_followers_count,quoted_friends_count,quoted_statuses_count,quoted_location,quoted_description,quoted_verified,retweet_status_id,retweet_text,retweet_created_at,retweet_source,retweet_favorite_count,retweet_retweet_count,retweet_user_id,retweet_screen_name,retweet_name,retweet_followers_count,retweet_friends_count,retweet_statuses_count,retweet_location,retweet_description,retweet_verified,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,status_url,name,location,description,url,protected,followers_count,friends_count,listed_count,statuses_count,favourites_count,account_created_at,verified,profile_url,profile_expanded_url,account_lang,profile_banner_url,profile_background_url,profile_image_url
x2996824801,x1281611792570028033,7/10/20 15:30,YoungTaccc,"Good Morning. 

Black Lives Still Matter

Women should have easy access to birth control and abortion 

And Anti-Semitism is still wrong and shitty regardless of how long Hitler has been dead 

Happy Friday.",207,32,Twitter for iPhone,,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,x34084450,CPfromGV,en,,,,,,,,,,,,,,,,x1281571997424791553,"Good Morning. 

Black Lives Still Matter

Women should have easy access to birth control and abortion 

And Anti-Semitism is still wrong and shitty regardless of how long Hitler has been dead 

Happy Friday.",7/10/20 12:52,Twitter for iPhone,30,8,x34084450,CPfromGV,CP,746,636,5120,Silkini Bottom,Owner/President of Fantasy Operations of the #GraniteVillains of the @TheFederationFF. Commissioner of the aforementioned.,FALSE,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/YoungTaccc/status/1281611792570028033,YoungTac,,AuxCord DJ . CMSV Basketball . MY LAST YEAR BEING BROKE,,FALSE,2179,2223,4,42500,40560,1/26/15 7:57,FALSE,,,,https://pbs.twimg.com/profile_banners/2996824801/1555884544,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1120087074076598272/tT0WFhzl_normal.jpg
x3003957015,x1281611792729485312,7/10/20 15:30,Hollapalooka,WNBA players are calling for Republican Sen. Kelly Loeffler to be removed as co-owner of the league's Atlanta Dream franchise after she objected to the WNBA's mission to support Black Lives Matter this season. https://t.co/kaywhX7aSN,233,35,Twitter for Android,,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,x32871086,kylegriffin1,en,,,,,,,,,,,,,,,,x1281596539115274243,WNBA players are calling for Republican Sen. Kelly Loeffler to be removed as co-owner of the league's Atlanta Dream franchise after she objected to the WNBA's mission to support Black Lives Matter this season. https://t.co/kaywhX7aSN,7/10/20 14:30,TweetDeck,4715,1290,x32871086,kylegriffin1,Kyle Griffin,796906,853,61357,"Manhattan, NY",Senior Producer. MSNBC's @TheLastWord. Opinions mine. Not as outlandish as I could be.,TRUE,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/Hollapalooka/status/1281611792729485312,Beta Male Bill,,"Shaddup, Mugsy",,FALSE,49,177,2,43423,46034,1/29/15 5:19,FALSE,,,,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/560671099755577344/YD3-tuNL_normal.jpeg
x1462626500,x1281611792981139461,7/10/20 15:30,MagistraGoetz,"Is today a good day to check in with all those companies that tweeted Black Lives Matter and see if they divested from police, or hired some Black folks in top positions yet? Maybe start with the one you work for and work your way down the hashtag?",248,48,Twitter Web App,,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,x39668527,ashleyn1cole,en,,,,,,,,,,,,,,,,x1280881824843960323,"Is today a good day to check in with all those companies that tweeted Black Lives Matter and see if they divested from police, or hired some Black folks in top positions yet? Maybe start with the one you work for and work your way down the hashtag?",7/8/20 15:09,Twitter for iPhone,2166,406,x39668527,ashleyn1cole,Ashley Nicole Black,140357,2655,3804,,still in quarantine,TRUE,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/MagistraGoetz/status/1281611792981139461,Emily Goetz,,"Tired of this shit. Officially.

Cotidie disco.

Semper vigilans.

Ea/eam/eius (she/her/hers)",,FALSE,345,805,3,39135,117525,5/27/13 16:52,FALSE,,,,https://pbs.twimg.com/profile_banners/1462626500/1513096254,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/940618434353627136/5wdu16Z5_normal.jpg
x922273597930033152,x1281611793065029639,7/10/20 15:30,a100bees,"Stop saying accused. 
He directly killed him and you need to stop acting like it's still accusations when we have footage of the man being murdered. By a cop.",158,29,Twitter for Android,,,,,TRUE,TRUE,0,0,0,0,,,,,,,,,,,,,,x899468063317401601,AidanAnimates,en,x1281143673347022848,"The US police officer accused of killing George Floyd in May rejected his pleas to breathe and told him to stop talking in the moments prior to his death, new evidence shows https://t.co/jPtVKSXxJh",7/9/20 8:30,Echobox,962,442,x6107422,thetimes,The Times,1416890,781,211834,London,"The best of our journalism.
Subscribe here: http://thetim.es/subscribe
Speak to our customer service team: http://thetimes.co.uk/livechat",TRUE,x1281264538311168006,"Stop saying accused. 
He directly killed him and you need to stop acting like it's still accusations when we have footage of the man being murdered. By a cop.",7/9/20 16:30,Twitter for Android,1,1,x899468063317401601,AidanAnimates,Aidan Creamsicle🍦,17,587,673,,"He/Him, Animator, Digital Artist, Vimeo https://vimeo.com/user104438246
Instagram https://www.instagram.com/aidancreamsicle/, 
Support POC/LGBTQIA+ Creators",FALSE,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/a100bees/status/1281611793065029639,Jaywashere,,*insert amazing/humorous bio here*,,FALSE,6,32,0,682,1752,10/23/17 1:28,FALSE,,,,https://pbs.twimg.com/profile_banners/922273597930033152/1508722931,,http://pbs.twimg.com/profile_images/1058951568400285699/7gbd5Wr1_normal.jpg
x21107159,x1281611792930791426,7/10/20 15:30,umcjustice,"Days before July 4, 2020, a day when many in the United States reflect on our nation's history, The United Methodist Church held the first town hall conversation in our 'Dismantling Racism: Pressing on to Freedom' series. Watch Here: https://t.co/tuD4nYz8re
#BlackLivesMatter https://t.co/bbsWWEFnEn",299,41,Hootsuite Inc.,140,,,,FALSE,FALSE,0,0,0,0,,,twitter.com/i/web/status/1…,https://t.co/MeLHrWYjEw,https://twitter.com/i/web/status/1281611792930791426,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/umcjustice/status/1281611792930791426,Church & Society UMC,"Washington, DC | New York, NY",Equipping the people of The United Methodist Church to put our faith in action for a more just and peaceful world.,http://www.umcjustice.org,FALSE,18435,723,390,16457,3676,2/17/09 17:14,FALSE,,,,https://pbs.twimg.com/profile_banners/21107159/1475256294,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/892441549753262080/vaXIw5bn_normal.jpg
x1182668657974857728,x1281611793828245510,7/10/20 15:30,tjtiburon102610,@telia0423 @proudamerican94 @Strange79Lisa @frostinmyshadow @TomiLahren @BravoTV It Is Black Privilege... It Has Been Black Privilege... What It Hasn’t Been Is Blacks 100% Caring About All Blacks... #1 Should Definitely Be All Black Lives Matter Especially The Black Children’s Lives... How Do You Not Agree To That Is Mind Blowing.,336,49,Twitter for iPhone,59,x1281442390600028162,x273626157,telia0423,FALSE,FALSE,0,0,0,0,,,twitter.com/i/web/status/1…,https://t.co/YFiUHXzMbu,https://twitter.com/i/web/status/1281611793828245510,,,,,,,,,x273626157 x587985435 x457849499 x363506161 x468646961 x15169907,telia0423 proudamerican94 Strange79Lisa frostinmyshadow TomiLahren BravoTV,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/tjtiburon102610/status/1281611793828245510,Tjtiburon102610,,Single Dad Who Loves His Baby Girl Brianna And Frenchie Al Capone,,FALSE,3,4,0,14,63,10/11/19 14:46,FALSE,,,,,,http://pbs.twimg.com/profile_images/1182668961705410561/pVhK26Ah_normal.jpg
x710840026926460928,x1281611794113613826,7/10/20 15:30,Catheri75157424,"NYC’s de Blasio Bans Large Events – but Exempts Black Lives Matter Protests
https://t.co/Swvuozs98n",103,13,Twitter Web App,,,,,FALSE,TRUE,0,0,0,0,,,ow.ly/QtDE50Av15Q,https://t.co/Swvuozs98n,http://ow.ly/QtDE50Av15Q,,,,,,,,,x232901331,dbongino,en,,,,,,,,,,,,,,,,x1281595258942431232,"NYC’s de Blasio Bans Large Events – but Exempts Black Lives Matter Protests
https://t.co/Swvuozs98n",7/10/20 14:24,Hootsuite Inc.,3699,1944,x232901331,dbongino,Dan Bongino,2034968,707,65901,"Florida, USA",Me,TRUE,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/Catheri75157424/status/1281611794113613826,❌ Catherine Bridges,,,,FALSE,8688,9349,9,134327,123168,3/18/16 14:47,FALSE,,,,https://pbs.twimg.com/profile_banners/710840026926460928/1550508149,,http://pbs.twimg.com/profile_images/945336547733360640/cL6r6kao_normal.jpg
x1205674462730809346,x1281611794377666560,7/10/20 15:30,sisternatur3,"21 YEAR OLD ENTREPRENEUR, DESTINY HARRISON, WAS SHOT IN THE HEAD IN HER OWN SALON IN FRONT OF HER DAUGHTER! SAY HER NAME! #BlackLivesMatter https://t.co/LJmL384DWx",163,25,Twitter for iPhone,,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,x1142462924293906439,cherrypilotss,en,,,,,,,,,,,,,,,,x1281250106050781184,"21 YEAR OLD ENTREPRENEUR, DESTINY HARRISON, WAS SHOT IN THE HEAD IN HER OWN SALON IN FRONT OF HER DAUGHTER! SAY HER NAME! #BlackLivesMatter https://t.co/LJmL384DWx",7/9/20 15:33,Twitter for iPhone,9089,6949,x1142462924293906439,cherrypilotss,maisie ♡,1224,1449,8195,she/her,꒷꒦꒷‧˚.‧꒦꒷꒦ ꒷꒦‧˚.‧꒷꒦꒷,FALSE,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/sisternatur3/status/1281611794377666560,🦎,,ahanu ♡ climate change is real. she/hers,https://www.instagram.com/everlastinggemss/,FALSE,127,108,0,1585,3401,12/14/19 2:23,FALSE,,,,https://pbs.twimg.com/profile_banners/1205674462730809346/1594007122,,http://pbs.twimg.com/profile_images/1280284869596086272/kxyXOZH9_normal.jpg
x189710826,x1281611794474246145,7/10/20 15:30,veveniceee,"#NeverForget - America &amp; Europeans murdered us, devalued us and traumatized us. 

#BlackLivesMatter is a call, a scream and fight to make the world change their view of our value. 

Simultaneously Black folks are working in our communities to value ourselves",262,41,Twitter for iPhone,,,,,FALSE,TRUE,0,0,0,0,NeverForget BlackLivesMatter,,,,,,,,,,,,,x574857684,oldmanebro,en,,,,,,,,,,,,,,,,x1281609760266244104,"#NeverForget - America &amp; Europeans murdered us, devalued us and traumatized us. 

#BlackLivesMatter is a call, a scream and fight to make the world change their view of our value. 

Simultaneously Black folks are working in our communities to value ourselves",7/10/20 15:22,Twitter for iPhone,33,9,x574857684,oldmanebro,Kojo Ebro,268874,2328,125837,Black ,Provoking emotions for a living ...,TRUE,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/veveniceee/status/1281611794474246145,veveniceee,"Brooklyn, New York",A year from now you will wish you started today. 🇨🇴/ 🇸🇻,,FALSE,637,786,5,23988,2552,9/12/10 1:03,FALSE,,,,https://pbs.twimg.com/profile_banners/189710826/1448410456,http://abs.twimg.com/images/themes/theme5/bg.gif,http://pbs.twimg.com/profile_images/1242636749672574976/kUshA1TI_normal.jpg
x2970501263,x1281611795267047424,7/10/20 15:30,clairetaylxr,It’s happening: the Black Lives Matter mural is being painted today in front of Trump Tower. https://t.co/7WodMnkoKQ,118,17,Twitter for iPhone,,,,,FALSE,TRUE,0,0,0,0,,,,,,http://pbs.twimg.com/ext_tw_video_thumb/1281247756351307779/pu/img/H7IUHnp_Fpt1Hwt1.jpg,https://t.co/7WodMnkoKQ,https://twitter.com/SarahLJorgensen/status/1281247788316188672/video/1,photo,http://pbs.twimg.com/ext_tw_video_thumb/1281247756351307779/pu/img/H7IUHnp_Fpt1Hwt1.jpg,https://t.co/7WodMnkoKQ,https://twitter.com/SarahLJorgensen/status/1281247788316188672/video/1,,x637303482,SarahLJorgensen,en,,,,,,,,,,,,,,,,x1281247788316188672,It’s happening: the Black Lives Matter mural is being painted today in front of Trump Tower. https://t.co/7WodMnkoKQ,7/9/20 15:24,Twitter for iPhone,166240,32253,x637303482,SarahLJorgensen,Sarah Jorgensen,3252,3126,14506,"New York, NY","@CNN NY Bureau Producer. i don't know, it must have been the roses. 🌹⭕ Tips: sarah.jorgensen@cnn.com. Same handle on Instagram. she/her.",TRUE,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/clairetaylxr/status/1281611795267047424,Claire,"Flavor town, USA",Why are you looking here?,,FALSE,49,410,5,2749,52802,1/9/15 22:13,FALSE,,,,https://pbs.twimg.com/profile_banners/2970501263/1588784422,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1258079164726308865/Y4bOWJIz_normal.jpg
